"","Date","location","operator","planeType","Dead","Aboard","Ground"
"4401","1993-08-26","Near Aldan, Russia","Sakha Airlines","Let 410UVP-E",24,24,0
"4402","1993-08-28","Khorag, Tajikistan","Tajikistan Airlines","Yakovlev YAK-40",82,86,0
"4403","1993-09-14","Warsaw, Poland","Lufthansa","Airbus A320-211",2,70,0
"4404","1993-09-21","Sukhumi, Georgia","Transair Georgia Airlines","Tupolev TU-134A",27,27,0
"4405","1993-09-22","Sukhumi, Georgia","Transair Georgia Airlines","Tupolev TU-154B",108,132,0
"4406","1993-09-23","Sukhumi,  Georgia","Transair Georgia Airlines","Tupolev 134A",1,30,0
"4407","1993-10-04","Near Svanetia, Georgia","Military - Georgian Air Force","Mil Mi-8 (helicopter)",60,60,0
"4408","1993-10-25","Franz Josef Glacier, New Zealand","Hibiscus Air","GAF Nomad N-22",9,9,0
"4409","1993-10-26","Fuzhou, China","China Eastern Airlines","McDonnell Douglas MD-82",2,80,0
"4410","1993-10-27","Near Namsos, Norway","Wideroe's Flyveselksap","de Havilland Canada DHC-6 Twin Otter 300",7,20,0
"4411","1993-11-06","Greensburg, Indiana","Roadrunner Airlines","Cessna 421B Golden Eagle",5,5,0
"4412","1993-11-10","Sandy Lake, Canada","Air Manitoba","Hawker Siddeley HS-748-234 Srs. 2A",7,7,0
"4413","1993-11-13","Urumqi, China","China Northern Airlines","McDonnell Douglas MD-82",12,102,0
"4414","1993-11-15","Near Kerman, Iran","Magistralnye Avialinii","Antonov AN-124",17,17,0
"4415","1993-11-20","Near Ohrid, Macedonia","Aviaimpex (Macedonia)m","Yakovlev YAK-42D",116,116,0
"4416","1993-11-21","Near Palencia, Guatemala","Aerovias de Guatemala SA","Beech Queen Air Model 80",13,13,0
"4417","1993-12-01","Hibbing, Minnesota","Express Airlines - Northwest Airlink","British Aerospace Jetstream BA-3100",18,18,0
"4418","1993-12-03","Tuktoyaktuk, NWT, Canada","Arctic Wings & Rotors","Britten Norman BN-2A Trislander7",7,7,0
"4419","1993-12-09","Off Dakar, Senegal","Air Senegal / Gambia Airways","DHC-6 Twin Otter 300 / NAMC YS-11",3,3,0
"4420","1993-12-13","Phonesavanh, Laos","Lao Aviation","Yunshuji Y-12-II",18,18,0
"4421","1993-12-15","Near Naga, Philippines","Military - Philippine Air Force","Lockheed C-130H",29,29,0
"4422","1993-12-15","Santa Ana, California","Air Taxi - Martin Aviation LP","Israel Aircraft Industries 1124A",5,5,0
"4423","1993-12-26","Gyumri, Armenia","Kuban Airlines","Antonov AN-26",36,36,0
"4424","1994-01-03","Near Irrupts, Siberia, Russia","Baikal Air","Tupolev TU-154M",124,124,1
"4425","1994-01-05","Okeechobee, Florida","Kimura International","Beechcraft King Air B90",10,10,0
"4426","1994-01-07","Columbus, Ohio","Atlantic Coast Airlines (United Express)","British Aerospace Jetstream 4101",5,8,0
"4427","1994-01-18","Kinshasa, Democratic Republic Congo","Scibe Airlift Cargo Zaire","Learjet 24D",2,2,0
"4428","1994-02-24","Nalchik, Russia","North Western Air Transport","Antonov AN-12V",13,13,0
"4429","1994-02-25","Near Carpish, Peru","Expresso A????reo","Yakovlev YAK-40",31,31,0
"4430","1994-02-25","East Midlands, England","British World Airways","Vickers 813 Viscount",1,2,0
"4431","1994-03-02","New York, New York","Continental Airlines","McDonnell Douglas MD-82",0,116,0
"4432","1994-03-08","New Delhi, India","Sahara","Boeing 737-2R4C",4,4,0
"4433","1994-03-09","Near Tamworth,  Australia","Jetcraft","Swearingen SA.226AT Merlin IV",1,1,0
"4434","1994-03-14","Off Malindi, Kenya","Military - U.S. Air Force","Lockheed C-130H Hercules",8,8,0
"4435","1994-03-17","Near Nag","Military - Iranian Air Force","Lockheed Hercules C-130",32,32,0
"4436","1994-03-18","Key West, Florida","Chalk's International Airlines","Grumman G-73T Turbo Mallard",2,2,0
"4437","1994-03-18","Spokane, Washington","Salair","Douglas DC-3C",2,2,0
"4438","1994-03-21","Weipa, Australia","Aurukun Air Services","Britten-Norman BN-2A-21 Trislander",6,6,0
"4439","1994-03-23","Near Fayetteville, North Carolina","Military - U.S. Air Force / Military U.S. Air Force","GD F-16D / Lockheed C-130E",0,7,23
"4440","1994-03-23","Near Mezhdurechensk, Russia","Aeroflot Russian International Airways","Airbus A310-304",75,75,0
"4441","1994-03-23","Near Bogota, Colombia","Orion - Air Taxi","Cessna 650 Citation VI",4,4,0
"4442","1994-04-03","Lamoille, Nevada","Air Taxi - El Aero Services Inc.","Bell 206B3",5,5,0
"4443","1994-04-04","Amsterdam, Netherlands","KLM Cityhopper","Saab 340B",3,24,0
"4444","1994-04-06","Kigali, Rwanda","Rwanda Government","Dassault Falcon 50",12,12,0
"4445","1994-04-06","Ambato, Ecuador","TAME","de Havilland Canada DHC-6 Twin Otter 300",17,17,0
"4446","1994-04-14","Northern Iraq","Military - U.S. Army / Military U.S. Army","Sikorsky UH-60 / Sikorsky UH-60",26,26,0
"4447","1994-04-25","Nanga Pinoh, Indonesia","Dirgantara Air Services","Britten Norman BN-2A-21 Trislander",11,11,0
"4448","1994-04-26","Near Komaki, Aichi, Japan","China Airlines (Taiwan)","Airbus A300B4-622R",264,271,0
"4449","1994-04-27","Stratford, Connecticut","Action Airlines","Piper PA-31-350 Navajo",8,9,0
"4450","1994-04-29","Near El Rosa, Colombia","Lineas Aereas de los Libertadores","Cessna 208 Caravan I",8,9,0
"4451","1994-05-07","Sao Gabriel, Brazil","Rico Taxi Aero","Embraer 110 Bandeirante",8,16,0
"4452","1994-05-23","Loma Linda, Colombia","Arall","Pilatus Britten-Norman BN-2B-27 Islander",4,11,0
"4453","1994-05-28","Near Villavicencio, Colombia","Transoriente Colombia","Douglas DC-3 (C-53D-DO)",7,29,0
"4454","1994-06-02","Near Campbeltown, Scotland","Military - Royal Air Force","Boeing Vertol Chinook HC-2 (helicopter)",29,29,0
"4455","1994-06-06","Near Xi'an, China","China Northwest Airlines","Tupolev TU-154M",160,160,0
"4456","1994-06-13","Near Uruapan, Mexico","Aerolineas Cuahonte","Swearingen SA.226TC Metro II",9,9,0
"4457","1994-06-18","Chantilly, Virginia","TAESA","Learjet 25D",12,12,0
"4458","1994-06-18","Mt.  Kalora, Indonesia","Merpati Nusantara Airlines","Fokker F-27 Friendship 500F",12,12,0
"4459","1994-06-22","Jeneau, Alaska","Air Taxi - Sun Western Flyers Inc.","de Havilland DHC-3",9,10,0
"4460","1994-06-26","Abidjan, Ivory Coast","Air Ivorie","Fokker F-27 Friendship 400M",17,17,0
"4461","1994-06-29","Near Logar, Afghanistan","Military - Dostum-Galboddin Militia","Antonov AN-32",50,70,0
"4462","1994-06-30","Toulouse-Blagnac, France","Airbus Industrie","Airbus A330-321",7,7,0
"4463","1994-07-01","Near Tidjika, Mauritania","Air Mauritanie","Fokker F-28 Fellowship 4000",80,93,0
"4464","1994-07-02","Charlotte, North Carolina","USAir","McDonnell Douglas DC-9-30",37,57,0
"4465","1994-07-11","Portage Creek, Alaska","Air Taxi - Peninsula Airways","Piper PA-32-301",3,5,0
"4466","1994-07-14","Hanalei, Hawaii","Air Taxi - Papillion Helicopters Ltd.","Aerospatiale AS350D",3,7,0
"4467","1994-07-17","Near Fort de France, Martinique","Air Martinique","Britten-Norman BN-2B-26 Islander",6,6,0
"4468","1994-07-17","Boma, Democratic Republic Congo","Sankuru Air Service","Yakovlev 40D",5,9,0
"4469","1994-07-19","Colon, Panama","Alas Chiricanas","Embraer 110P1 Bandeirante",21,21,0
"4470","1994-07-26","East Kalimantan, Indonesia","Airfast Services","Sikorsky S-58ET",18,18,0
"4471","1994-08-05","Near Boda, Russia","Military - Russian Air Force","Antonov AN-12",47,47,0
"4472","1994-08-07","Kodiak, Alaska","Air Taxi - Uyak Air Services Inc.","de Havilland DHC-2",6,7,0
"4473","1994-08-10","Cheju, South Korea","Korean Airlines","Airbus A300B4-622R",0,160,0
"4474","1994-08-11","Alsworth, Alaska","Air Taxi - Talon Air Services Inc.","de Havilland DHC-2",3,3,0
"4475","1994-08-12","Whiting, New Jersey","Air Taxi - National Helicopters","Bell 206L-4",3,3,0
"4476","1994-08-14","Kenai, Alaska","Air Taxi - Lake Clark Air Inc.","Piper PA-32-260",3,4,0
"4477","1994-08-21","Near Agadir, Morocco","Royal Air Maroc","Aerospatiale ATR-42-300",44,44,0
"4478","1994-09-08","Near Aliquippa, Pennsylvania","USAir","Boeing B-737-3B7",132,132,0
"4479","1994-09-13","Near Abuja, Nigeria","Aerocontroctors - Charter","de Havilland Canada DHC-6 Twin Otter 300",3,5,0
"4480","1994-09-17","Fish Egg Inlet, Canada","Pacific Coastal Airlines","de Havilland Canada DHC-6 Twin Otter 100",3,4,0
"4481","1994-09-18","Tamanrasset, Algeria","Oriental Airlines","BAC One-Eleven 515FB",5,39,0
"4482","1994-09-23","Kowloon Bay, Hong Kong","Heavylift Cargo Airlines","Lockheed L-100-30 Hercules",6,12,0
"4483","1994-09-26","Near Vanavera, Russia","Cheremshanka Airlines","Yakovlev YAK-40",28,28,0
"4484","1994-09-28","Bahia Negra, Paraguay","TAM Paraguay","Douglas C-47D",1,27,0
"4485","1994-09-29","Buenos Aires, Brazil","Radeair","Rockwell 1121B Jet Commander",8,9,0
"4486","1994-09-30","Chaibukha, Russia","Arsenyev Aviation Production Association","Antonov AN-8",8,20,0
"4487","1994-10-02","Off Lord Howe Island, NWSW, Australia","Seaview Aviation","Rockwell Turbo Commander 690B",9,9,0
"4488","1994-10-08","Mitu, Colombia","SELVA","Antonov AN-32B",10,10,0
"4489","1994-10-12","Krakas Mountains, near Natanz , Iran","Iran Asseman Airlines","Fokker F-28 Fellowship 1000",66,66,0
"4490","1994-10-14","Near Formoso do Aragala, Brazil","Military - Brazilian Air Force","Lockheed C-130E",21,21,0
"4491","1994-10-26","Near Cuito, Angola","Military - Angolan Air Force","Mil Mi-8MTV (helicopter)",22,22,0
"4492","1994-10-29","Near Ust'-Ilimsk, Russia","Aeronica","Antonov AN-12A",23,23,0
"4493","1994-10-29","Batagaj, Russia","Yakutavia","Antonov AN-2",7,19,0
"4494","1994-10-31","Roselawn, Indiana","American Eagle","ATR-72-212",68,68,0
"4495","1994-11-01","Off Cozumel, Mexico","Transportes Aereos Pegaso","Bell 212",14,14,0
"4496","1994-11-04","Near Nabire, Indonesia","Trigana Air Service","de Havilland Canada DHC-6 Twin Otter 100",4,4,0
"4497","1994-11-05","Saposa, Peru","SA Amazonica","Yakovlev YAK-40",6,30,0
"4498","1994-11-16","Avenal, California","Ameriflight","Beechcraft C99",1,1,0
"4499","1994-11-22","Papua New Guinea","Southwest Air","Britten Norman BN-2A Trislander",7,7,0
"4500","1994-11-22","Bridgeton, Missouri","Trans World Airlines / Private","McDonnell Douglas DC-9-82 / Cessna 441",2,142,0
"4501","1994-11-25","Near Cuito, Angola","Military - Angolan Air Force","Mil Mi-17 (helicopter)",22,22,0
"4502","1994-12-10","Elim, Alaska","Air Taxi - Ryan Air Service","Cessna 402C",5,5,0
"4503","1994-12-10","Pacific Ocean","Philippine Air Lines","Boeing B-747-200",1,293,0
"4504","1994-12-13","Morrisville, North Carolina","American Eagle","British Aerospace Jetstream 3201",15,20,0
"4505","1994-12-15","Lobito, Angola","SL Aviation Services","Douglas DC-3",2,2,0
"4506","1994-12-17","Papua, New Guinea","Missionary Aviation Fellowship","de Havilland Canada DHC-6 Twin Otter 200",28,28,0
"4507","1994-12-17","Cerro Aicha, Venezuela","Servivensa","Douglas C-47A-10-DK",7,9,0
"4508","1994-12-21","Coventry, England","Phoenix Aviation","Boeing 737-2D6C",5,5,0
"4509","1994-12-26","Algiers Airport, Algeria","Air France","Airbus A300B2-1C",3,239,0
"4510","1994-12-29","Near Van, Turkey","Turkish Airlines (THY)","Boeing B-737-4Y0",57,76,0
"4511","1995-01-05","Isfahan, Iran","Military - Iranian Air Force","Lockheed 1329 Jetstar 8",12,12,0
"4512","1995-01-10","Off Flores Island, Inodnesia","Merpati Nusantara Airlines","de Havilland Canada DHC-6 Twin Otter 300",14,14,0
"4513","1995-01-11","Flagstaff, Arizona","Empire Airlines","Cessna 208B Caravan I Super Cargomaster",1,1,0
"4514","1995-01-11","Cartagena, Colombia","Intercontinental de Aviacion","McDonnell Douglas DC-9-14",51,52,0
"4515","1995-01-11","Masset, British Columbia, Canada","Canada Jet Charters","Learjet 35",5,5,0
"4516","1995-01-12","Pleasanton, California","West Air","Cessna 208B Caravan I Super Cargomaster",1,1,0
"4517","1995-01-14","Blyn, Washington","Air Taxi - Coastal Airways Inc.","Cessna 172N",3,4,0
"4518","1995-01-14","Los Angeles, California","Air Taxi - Wolfe Air Aviation Ltd.","Bell 206B",2,4,0
"4519","1995-01-17","Kathmandu, Nepal","Royal Nepal Airlines","de Havilland Canada DHC-6 Twin Otter 300",2,24,0
"4520","1995-01-20","Le Bourget, France","Leadair - Charter","Dassault Falcon 20E",10,10,0
"4521","1995-01-20","Near Krasnoyarsk, Russia","Abakan Airlines","Let 410UVP",3,19,0
"4522","1995-01-30","Kuei Shan Hsiang, Taiwan","Transasia Airways","Aerospatiale ATR-72",4,4,0
"4523","1995-02-13","Near Tusayan, Arizona","Las Vegas Airlines","Piper PA-31-350 Navajo",8,10,0
"4524","1995-02-16","Kansas City, Missouri","ATI","McDonnell Douglas DC-8-63F",3,3,0
"4525","1995-03-16","Ossora, Russia","Aeroflot","Antonov 26B",9,10,0
"4526","1995-03-22","Reno, Nevada","Union Flights","Cessna 208B Caravan I Super Cargomaster",1,1,0
"4527","1995-03-29","Near Hamilton, New Zealand","Kiwi West Aviation","Beech Queen Air B80",6,6,0
"4528","1995-03-31","Near Balotesti, Romania","Transporturile Aeriene Romane (TAROM)","Airbus A310-324",60,60,0
"4529","1995-04-17","Near Alexander City, Alabama","Military - U.S. Air Force","Learjet C-21A",8,8,0
"4530","1995-04-23","Lagos, Nigeria","Bristow Helicopters","de Havilland Canada DHC-6 Twin Otter 300",1,9,0
"4531","1995-04-27","Alice Springs, Australia","IAI 1124 Westwind","Pel Air",3,3,0
"4532","1995-04-29","Near Palaly AFB, Sri Lanka","Military - Sri Lanka Air Force","Hawker Siddeley HS-748-357/2B SCD",52,52,0
"4533","1995-05-01","Sioux Falls, Ontario, Canada","Bearskin Airlines / Air Sandy","Swear. SA-227CC Metro 23/Piper Navajo",8,8,0
"4534","1995-05-03","Quito, Ecuador","American Jet","Grumman Gulfstream II",7,7,0
"4535","1995-05-09","Cerro San Jeronimo, Colombia","ADES Colombia","Curtiss C-46F",9,9,0
"4536","1995-05-13","Near Boise, Idaho","Military - U.S. Air Force","Lockheed C-130E Hercules",6,6,0
"4537","1995-05-24","Near Leeds, England","Knight Air","Embraer 110 P1 Bandeirante",12,12,0
"4538","1995-05-25","Miraflores, Colombia","LACOL","Douglas DC-3C",2,11,0
"4539","1995-05-29","Off Mbour, Senegal","Senegalair","Piper PA-31-310 Navajo",6,10,0
"4540","1995-06-08","Atlanta, Georgia","ValuJet","McDonnell Douglas DC-9-32",0,62,0
"4541","1995-06-09","Near Palmerston North, New Zealand","Ansett New Zealand","de Havilland Canada DHC-8-102",5,21,0
"4542","1995-06-14","Volgograd, Russia","Volga Air","Antonov 2R",12,12,0
"4543","1995-06-16","Herputchi, Russia","Aeroflot","Antonov AN-2",13,14,0
"4544","1995-06-17","Near Cuvela, Angola","Military - Angolan Air Force","CASA 212-200 Aviocar",48,48,0
"4545","1995-06-24","Lagos, Nigeria","Harka Air Services","Tupolev TU-134A",16,80,0
"4546","1995-06-27","La Romana, Dominican Republic","Salair","Convair CV-440",2,2,0
"4547","1995-06-30","Kodiak, Alaska","Air Taxi - Island Air Service","Piper PA-32-301",4,4,0
"4548","1995-07-01","Kiunga, Papua New Guinea","Garamut Aviation","de Havilland Canada C-7A Caribou",3,3,0
"4549","1995-07-07","Haines, Alaska","Air Taxi - Lab Flying Service Inc.","Piper PA-32R-300",6,6,0
"4550","1995-07-12","Gumey, Papua New Guinea","Milne Bay Air","de Havilland Canada DHC-6 Twin Otter 300",15,15,0
"4551","1995-07-17","Bintuni,  Indonesia","Merpati Nusantara Airlines","de Havilland Canada DHC-6 Twin Otter 300",1,18,0
"4552","1995-07-18","Near Antananivo, Madagascar","Military - Madagascar Air Force","Douglas C-47A",34,34,0
"4553","1995-07-25","Near Karamui, Papua New Guinea","Transniugini Airways","Britten-Norman BN-2A Islander",2,2,0
"4554","1995-08-02","Johannesburg, South Africa","Aero Air","Antonov An-2R",3,3,0
"4555","1995-08-09","Mt. Chichontepec, San Vincente, El Salvador","Aviateca","Boeing B-737-2H6",65,65,0
"4556","1995-08-09","Near Kaimana, Indonesia","Bourag Indonesia Airlines","Hawker Siddeley HS-748 2A",10,10,0
"4557","1995-08-14","Nevada del Huila, Colombia","AIRES Colombia","Embraer 110P1 Bandeirante",10,10,0
"4558","1995-08-21","Near Carrollton, Georgia","Atlantic Southeast Airlines","Embraer 120-RT Brasilia",10,29,0
"4559","1995-09-01","Near Farewell, Alaska","North Star Air Cargo","Shorts SC-7 Skyvan",1,1,0
"4560","1995-09-02","Toronto, Ontario, Canada","Military - Royal Air Force","British Aerospace Nimrod MR-2P",7,7,0
"4561","1995-09-02","Beaver Dam, Arizona","Adventure Airlines","Cessna 421C Golden Eagle",8,8,0
"4562","1995-09-09","Near La Macarena, Colombia","SAETA","CASA 212 Aviocar 200",21,22,0
"4563","1995-09-11","Jalalabad, Afghanistan","Ariana Afghan Airlines","Antonov AN-26B",3,51,0
"4564","1995-09-12","Off Colombo, Sri Lanka","Military - Sri Lanka Air Force","Antonov AN-32",81,81,0
"4565","1995-09-13","Marsh Harbour, Bahamas","Bimini Air Charter Inc.","Cessna 402B",5,9,0
"4566","1995-09-15","Tawau,  Malaysia","Malaysia Airlines","Fokker 50",34,53,0
"4567","1995-09-16","Tamworth, Australia","Tamair","Swearingen SA.227AC Metro III",2,3,0
"4568","1995-09-21","Near Moron, Mongolia","MIAT - Mongolian Airlines","Antonov AN-24RV",42,43,0
"4569","1995-09-22","Anchorage, Alaska","Military - U.S. Air Force","Boeing B-707 (E-3B)",24,24,0
"4570","1995-09-24","Sterligov Cape, Russia","Norilsk Flight Company","Mil Mi-8T",15,15,0
"4571","1995-09-27","Campbell River, British Columbia, Canada","Western Straits Air","De Havilland Dash-3",8,10,0
"4572","1995-10-03","Gunung Antara, Indonesia","Sabang Merauke Raya Air Charter","CASA 212",1,14,0
"4573","1995-10-04","Barskoon, Kirghizia","Kirghizia Aba Zaoldoru","Mil Mi-8MTV-1",15,15,0
"4574","1995-10-10","Bayfield, Colorado","Air Taxi - Durango Air Service","Cessna 172RG",3,3,0
"4575","1995-10-22","Papua, New Guinea","Islands Nationair","Britten-Norman BN-2A Trislander",13,13,0
"4576","1995-10-31","Near Piedras Negras, Mexico","TACSA","Cessna 208B Caravan",9,11,0
"4577","1995-11-09","Near Luyaba, Argentina","Military - Argentine Air Force","Fokker F-27 Friendship 500",53,53,0
"4578","1995-11-13","Kaduna, Nigeria","Nigeria Airways","Boeing B-737-2F9",9,137,0
"4579","1995-11-22","Off Jaffna Peninsula , Sri Lanka","Military - Sri Lanka Air Force","Antonov AN-32",63,63,0
"4580","1995-11-29","Off Labuan, Malaysia","Sabah Air","Bell 412 (helicopter)",10,10,0
"4581","1995-11-30","Baku, Azerbaijan","Azerbaijan Airlines","Boeing 707-323C",2,6,0
"4582","1995-12-03","Near Douala, Cameroon","Cameroon Airlines","Boeing B-737-2K9",72,78,0
"4583","1995-12-05","Near Nakhichevan, Azerbaijan, Russia","Azerbaijani Airlines","Tupolev TU-134B-3",54,82,0
"4584","1995-12-07","Near Grossevichi, Russia","Far East Aviation","Tupolev TU-154B",98,98,0
"4585","1995-12-08","Near Belle Anse, Haiti","Air St. Martin","Beechcraft 1900D",20,20,0
"4586","1995-12-13","Verona  - Villafranca, Italy","Romanian Banat Air","Antonov AN-24B",49,49,0
"4587","1995-12-18","Cahungula, Angola","Trans Service Airlift","Lockheed L-188C Electra",141,144,0
"4588","1995-12-20","Near Buga, Valle del Cauca, Colombia","American Airlines","Boeing B-757-223",160,164,0
"4589","1995-12-22","Bagasin, Papua New Guinea","Island Airways","Britten Norman BN-2A-21 Trislander",2,12,0
"4590","1996-01-08","Kinshasa, Zaire","African Air","Antonov AN-32B",2,6,225
"4591","1996-01-08","Off Bridgetown, Barbados","Mustique Airways","Britten-Norman BN-2A-27 Islander",1,10,0
"4592","1996-01-18","Near Kano, Nigeria","Military - Nigerian Air Force","Hawker Siddeley HS-748",14,14,0
"4593","1996-01-22","Off Point Pedro, Sri Lanka","Military - Sri Lanka Air Force","Mil Mi-17 (helicopter)",39,39,0
"4594","1996-01-29","Near Blenheim, New Zealand","Soundsair","Cessna 208 Caravan I",5,6,0
"4595","1996-02-04","Asuncion, Paraguay","Lineas Aereas del Caribe","McDonnell Douglas DC-8-55F",4,4,24
"4596","1996-02-05","St. Johns, Arizona","Business Air Connection","ConvairCV-440",4,4,0
"4597","1996-02-06","Near Ensenada, Mexico","A????rotaxi Cachanilla","Cessna 500 Citation",8,8,0
"4598","1996-02-06","Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air","Boeing B-757-225",189,189,0
"4599","1996-02-11","Near Kandahar, Afghanistan","Military - Taliban Militia","?",20,20,0
"4600","1996-02-12","Port-au-Prince, Hati","Hati Express","GAF Nomad N-24A",11,15,0
"4601","1996-02-16","El Zapotal, Guatemala","AVCOM","de Havilland Canada DHC-6 Twin Otter 300",2,2,0
